review_identity,review_deletion,pub_identity,visit,star,atmosphere,cleanliness,clientele,decor,entertainment,food,friendliness,opening,price,selection,rating,reviewer,pet,tv,garden,music,late,meals,toilets,cheap,games,quiz,pool,lively
0a8bff29-a3ae-403b-aae1-059f68d21c37,False,d8b030ff-fb74-4f72-9cf4-8a3ec8434007,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,False,True,False,False,False,False,False,False
83c959d2-9888-49cc-875c-6710d00efcb2,False,4ab3f087-d76f-42f4-89bb-014e0ff75021,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,True,False,False
c9feacfd-597b-47bc-94a7-809bdd0298a8,False,66bd87de-c861-4537-b1df-2c6850d70cf6,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,True,True,False,False,False,False,False,False
1f753492-f99f-4a50-a6eb-f3d5b898e1eb,False,b9ba11c6-1c1a-4448-890c-e1dc43246aa3,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,True,True,False,False,False,False,False,False
db0f8e3a-ef24-4400-864c-4c1b5eb33f15,False,66847832-c585-42bf-9d4c-eca8ca58951d,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,True,False,False,False,True,True,False,False
db2b2413-7806-46e8-b6b0-fa0bebaf4d29,False,b57acb97-c412-4df8-b4e9-f7774da0f995,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,False,False,False,True,False,False
3575ffb7-c6ba-49a0-b872-805696e1a71a,False,2dc38644-2fce-446f-a813-a2ba3e18eedf,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,True,True,False,False,False,False,False,False
e573fa2a-f7dd-433b-b190-86b786a3a4c3,False,0a2f0994-ef98-4dce-86d9-86bb7318e669,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
dea88068-089e-4891-9779-a13d8cc546c2,False,70cac35c-23d5-4e67-a176-f3e020e13c64,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
ef3840d1-b800-4fcd-ade9-b219b2705f44,False,898d94cc-8741-4e7c-b6a7-332027506f14,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,False,True,False,False,False,False,False,False
94fe84d1-af07-476f-9299-96f08d62128c,False,2dbf12b8-120a-46fd-ab1a-d1bb0a6ea778,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,True,False,False,False,False,True,False,False
3dd9b336-66bd-4e1e-99df-0669868bfae5,False,e3de24bc-e69f-4784-8d48-4c838416e0d4,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,False,True,False,False,False,True,False,False
e53a81e3-1946-4abc-a139-350325a3f181,False,8ec79343-13d3-46e6-90dc-3d4504f99a4a,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
e75f650b-d221-4e9c-86c9-c673fd75a83d,False,bd1d917c-7a1c-49d0-bd99-c286cf7f9904,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,True,True,False,False,False,True,False,False
bc90cee8-e9e8-4c07-bcc1-a5394a6a4eac,False,511adef6-e61b-41cd-a6f8-8377830d98ed,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,True,True,False,False,False,False,True,False
a0a98e5d-e1ef-438d-b032-539883ac8b14,False,a92f9512-6b77-49ad-b12b-87690ae6646f,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,True,True,True,False,False,False,True,False,False
4ca306a7-8e32-49fe-a2dc-3e48039c999d,False,f4007b37-d224-4fc3-a41f-44727dcd8e73,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,False,False,True,False,False,False,True,False,False
16b6b4f8-dbbb-4ef5-ab66-8916cce06565,False,528783f6-5ba8-4207-9de5-ba7bcfa50cae,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
9d990e66-15b4-4c77-8dae-19d73c8cec57,False,1cb373eb-0960-4612-8d53-921786f9db0f,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,False,False,False,False,False,False,False
caac8592-e55f-4be8-a7f3-40b0a4b0bf40,False,35b16663-5fcd-43fc-9f22-f4e1ae6e3304,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,True,False,True,False,False,False,True,False,False
33e3bc4a-751f-4f0e-8131-a0987b7112fa,False,b8e65aa2-55ce-4734-8e7e-c681fac95e69,2023-05-31,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
269958f3-f0ce-4d2f-814a-11fdbe1a0c2f,False,86de190a-4e39-4e2c-add6-2ffa05d0f991,2023-06-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,True,True,True,False,False,False,False,True
1bca9fa0-a91e-4105-b719-ec3490f949bd,False,46179aca-6f27-4242-9f71-f1c2b420f94c,2023-06-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,True,True,False,False,False,False,False
6de42a2a-2391-44e3-be21-5cbe66100b41,False,57fbcd08-b7c0-4279-b268-7600aa09cc98,2023-06-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,False,False,False
84453038-693b-427b-b753-3b3e4c53d932,False,9430e071-be89-43fc-8198-1078c99be6a0,2023-06-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,True,True,False,False,False,False,False,False
452b3c96-32f9-4706-a524-96a9e6dc75ba,False,96ffc2fb-55cd-4c1b-a52c-707767216645,2023-06-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,True,True,False,False,False,False,False,False
c7b4e608-cfc0-47b9-b6d0-cd1a50623648,False,16f76f29-ae95-49a7-8591-27ab87dd1bf4,2023-06-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,False,True,False,False,False,False,False,False
724b662a-5f5a-4c6e-aa48-0eb64fefea2c,False,859eb4d9-ba6e-43d6-b14b-275cf2a0b5ad,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,True,False,False,False,False,False,False,False,False
aeb2c371-3698-465c-abb9-4b566525495a,False,955ae281-5169-495d-ac79-8900c326b1a0,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
df84ec4a-961d-49ce-91a1-f8e4529ca608,False,21ba3669-2407-4fa3-928f-3ab6943c4917,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,False,True,True,False,False,False,False,False,False
8fe0eb15-4a2b-485c-98f7-35dcce85a146,False,3fae6292-bea4-4022-95ae-3dd2b2554e23,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,True,True,False,False,True,False,False,False,False,False,False
60e54654-b598-40d3-8090-81186c9213e6,False,662486bd-2954-486f-8cb3-d23dce0357ab,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
12b00d6d-fd39-4acd-a39b-15b60f7f4a2e,False,06f154c0-d04f-45a7-9c9b-2832b779a411,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,False,False,False
27d74cc0-f093-4ec6-ab0b-ea8154496718,False,6b75d781-b8c3-490d-b586-116dd69cad7c,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,True,True,False,False,False,False,False,False
448560c3-aad3-4da3-879d-28bbdbd60398,False,ed530a98-058f-4b2d-afb1-2adc4916e305,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,True,False,True,True,False,True,False,False,False,False,False,False
12bf96c7-2a2f-45c2-87e6-91b15817e0c9,False,0d7f42b0-6541-437c-a096-8d29675c3e0a,2023-06-02,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,True,True,False,False,False,False,False,False
9bf50acf-234e-4d47-a3a1-c52ccc25b2a6,False,80aeb850-5686-44ac-8e1b-424ef9cea747,02/06/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,False,False,False,False,False,False,False,False,False,False
900d1056-2fd4-4b48-8c3e-e9432e0c159c,False,a81d00e5-7e30-4a8d-a012-acadc43c01b0,2023-06-03,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,True,False,True,False,False,False,False,False,False
ffed3e5b-7f2e-428f-8633-951cfee6acc0,False,b38678b1-85a6-418e-8741-4957ee3f7f5c,2023-06-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,False,False,False,False,False,False,False
aa337300-515d-42cc-bede-9110fdacf2e3,False,45852adf-75c3-4eb0-b99e-e9df1e047206,2023-06-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,True,True,False,False,False,False,False,False
33ffbda2-5092-4c4a-8af5-85e4980390e5,False,3ce5eac8-17c9-4a33-aba1-c10f695660ef,2023-06-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,False,False,False,False,False,False,False
7bc34c4b-64a4-4753-92db-bdad04ff7297,False,62d2a587-2e8c-41e0-8e7d-90737363d45e,04/06/2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,True,True,True,False,True,False,False,False,True,False,False
1cb5911f-0c62-4ef6-bdf4-3d77671b8044,False,2cd9035f-af04-41dd-b63c-f47b75c90a8f,2023-06-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,True,False,False,True,False,False,False,True,False,False
08f270ad-e9b3-4bc3-afa2-6fb9d09cbdef,False,18bd5071-1fc1-48b1-bdc9-d91f88d36f3a,2023-06-04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,False,False,False,False,False,False,False,False,False,False,False,False
25782f5d-d153-47f0-abab-629d736b5635,False,3ebbdbe5-032f-4cc3-ad27-424c04fbf30e,2023-06-04,,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False
